model_name,accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,high_recall
Decision Tree,0.9965277777777778,0.996534981284101,0.9966326468527328,0.9965823845098624,0.9965265418856112,0.9989567031820553
Random Forest,0.9945436507936508,0.9946685382923274,0.994539338585033,0.9946006982480678,0.9945438605856013,0.9921752738654147
Logistic Regression,0.9859457671957672,0.9864074299372646,0.986000900941025,0.986149120182748,0.9859544346646353,0.980699008868023
